,Nom Officiel Département,Code Officiel Commune,Nom Officiel Commune,population,latitude,longitude,is_prefecture,is_sous_prefecture
29480,Ille-et-Vilaine,35276,Saint-Gondran,607.0,48.25,-1.8499756,False,False
29481,Ille-et-Vilaine,35290,Saint-Malon-sur-Mel,601.0,48.05,-2.1500244,False,False
29482,Ille-et-Vilaine,35358,La Ville-ès-Nonais,1219.0,48.55,-1.9500122,False,False
29483,Ille-et-Vilaine,35359,Visseiche,854.0,47.95,-1.3499756,False,False
29484,Meuse,55039,Beaumont-en-Verdunois,0.0,49.25,5.449997,False,False
29485,Meuse,55053,Billy-sous-Mangiennes,366.0,49.35,5.550003,False,False
29486,Meuse,55060,Bonzée,360.0,49.05,5.550003,False,False
29487,Meuse,55108,Chaumont-sur-Aire,121.0,48.95,5.25,False,False
29488,Meuse,55115,Cierges-sous-Montfaucon,45.0,49.35,5.050003,False,False
29489,Meuse,55196,Frémeréville-sous-les-Côtes,124.0,48.85,5.649994,False,False
29490,Meuse,55214,Givrauval,274.0,48.65,5.350006,False,False
29491,Meuse,55278,Laneuville-au-Rupt,196.0,48.75,5.550003,False,False
29492,Meuse,55291,Ligny-en-Barrois,3803.0,48.65,5.25,False,False
29493,Meuse,55349,Montigny-devant-Sassey,124.0,49.45,5.149994,False,False
29494,Meuse,55352,Montplonne,143.0,48.75,5.149994,False,False
29495,Meuse,55398,Pagny-sur-Meuse,1016.0,48.65,5.75,False,False
29496,Meuse,55430,Ribeaucourt,69.0,48.55,5.350006,False,False
29497,Meuse,55450,Rupt-sur-Othain,47.0,49.45,5.449997,False,False
29498,Meuse,55469,Sassey-sur-Meuse,91.0,49.45,5.149994,False,False
29499,Meuse,55519,Tronville-en-Barrois,1331.0,48.75,5.25,False,False
29500,Meuse,55578,Warcq,184.0,49.15,5.649994,False,False
29501,Morbihan,56003,Arradon,5685.0,47.65,-2.8499756,False,False
29502,Morbihan,56025,Brignac,196.0,48.15,-2.4500122,False,False
29503,Morbihan,56074,Guénin,1856.0,47.95,-2.9500122,False,False
29504,Morbihan,56079,Guillac,1383.0,47.95,-2.4500122,False,False
29505,Morbihan,56154,Peillac,1857.0,47.75,-2.25,False,False
29506,Morbihan,56170,Plouray,1033.0,48.15,-3.3499756,False,False
29507,Morbihan,56171,Pluherlin,1518.0,47.75,-2.3499756,False,False
29508,Morbihan,56173,Pluméliau-Bieuzy,4438.0,47.95,-2.9500122,False,False
29509,Morbihan,56176,Pluneret,6140.0,47.65,-2.9500122,False,False
29510,Morbihan,56247,Sulniac,3829.0,47.65,-2.5499878,False,False
29511,Morbihan,56252,Le Tour-du-Parc,1237.0,47.55,-2.6500244,False,False
29512,Moselle,57060,Bénestroff,519.0,48.95,6.75,False,False
29513,Moselle,57062,Berg-sur-Moselle,442.0,49.45,6.350006,False,False
29514,Moselle,57119,Buhl-Lorraine,1196.0,48.75,7.050003,False,False
29515,Moselle,57134,Châtel-Saint-Germain,1892.0,49.15,6.050003,False,False
29516,Moselle,57235,Freistroff,1020.0,49.25,6.449997,False,False
29517,Moselle,57251,Goin,348.0,48.95,6.25,False,False
29518,Moselle,57265,Guébestroff,59.0,48.85,6.75,False,False
29519,Pas-de-Calais,62860,Villers-Sir-Simon,131.0,50.35,2.449997,False,False
29520,Puy-de-Dôme,63065,Ceilloux,173.0,45.65,3.550003,False,False
29521,Puy-de-Dôme,63142,Échandelys,249.0,45.55,3.550003,False,False
29522,Puy-de-Dôme,63226,Mur-sur-Allier,3208.0,45.75,3.25,False,False
29523,Puy-de-Dôme,63265,Orléat,2234.0,45.85,3.449997,False,False
29524,Puy-de-Dôme,63359,Saint-Hilaire-les-Monges,86.0,45.85,2.649994,False,False
29525,Puy-de-Dôme,63366,Saint-Jean-en-Val,349.0,45.55,3.350006,False,False
29526,Puy-de-Dôme,63367,Saint-Jean-Saint-Gervais,126.0,45.45,3.350006,False,False
29527,Puy-de-Dôme,63386,Saint-Pierre-Roche,501.0,45.75,2.850006,False,False
29528,Puy-de-Dôme,63413,La Sauvetat,716.0,45.65,3.149994,False,False
29529,Puy-de-Dôme,63430,Thiers,11633.0,45.85,3.550003,False,True
29530,Pyrénées-Atlantiques,64039,Aren,246.0,43.25,-0.75,False,False
29531,Pyrénées-Atlantiques,64049,Aroue-Ithorots-Olhaïby,231.0,43.35,-0.9500122,False,False
29532,Pyrénées-Atlantiques,64075,Audaux,165.0,43.35,-0.75,False,False
29533,Pyrénées-Atlantiques,64097,Barzun,624.0,43.25,-0.15002441,False,False
29534,Pyrénées-Atlantiques,64112,Bérenx,418.0,43.45,-0.8499756,False,False
29535,Pyrénées-Atlantiques,64168,Carresse-Cassaber,660.0,43.45,-0.9500122,False,False
29536,Pyrénées-Atlantiques,64195,Coublucq,91.0,43.55,-0.3499756,False,False
29537,Pyrénées-Atlantiques,64198,Denguin,1771.0,43.35,-0.4500122,False,False
29538,Pyrénées-Atlantiques,64224,Eysus,626.0,43.15,-0.5499878,False,False
29539,Pyrénées-Atlantiques,64336,Lescun,171.0,42.95,-0.6500244,False,False
29540,Pyrénées-Atlantiques,64357,Lucarré,62.0,43.45,-0.049987793,False,False
29541,Pyrénées-Atlantiques,64368,Masparraute,261.0,43.35,-1.0499878,False,False
29542,Pyrénées-Atlantiques,64376,Meillon,943.0,43.25,-0.3499756,False,False
29543,Pyrénées-Atlantiques,64379,Mendive,153.0,43.05,-1.0499878,False,False
29544,Pyrénées-Atlantiques,64391,Moncayolle-Larrory-Mendibieu,295.0,43.25,-0.8499756,False,False
29545,Pyrénées-Atlantiques,64394,Monpezat,83.0,43.55,-0.049987793,False,False
29546,Pyrénées-Atlantiques,64429,Orsanco,107.0,43.25,-1.0499878,False,False
29547,Pyrénées-Atlantiques,64434,Ossenx,50.0,43.35,-0.8499756,False,False
29548,Pyrénées-Atlantiques,64443,Pardies,912.0,43.35,-0.5499878,False,False
29549,Pyrénées-Atlantiques,64446,Peyrelongue-Abos,153.0,43.45,-0.049987793,False,False
29550,Pyrénées-Atlantiques,64469,Saint-Abit,306.0,43.25,-0.3499756,False,False
29551,Pyrénées-Atlantiques,64475,Sainte-Engrâce,180.0,42.95,-0.8499756,False,False
29552,Pyrénées-Atlantiques,64528,Suhescun,164.0,43.25,-1.1500244,False,False
29553,Hautes-Pyrénées,65007,Andrest,1360.0,43.35,0.05000305,False,False
29554,Hautes-Pyrénées,65059,Bagnères-de-Bigorre,7000.0,42.95,0.1499939,False,True
29555,Hautes-Pyrénées,65063,Barbazan-Dessus,173.0,43.15,0.1499939,False,False
29556,Hautes-Pyrénées,65066,Barrancoueu,35.0,42.95,0.3500061,False,False
29557,Hautes-Pyrénées,65071,Batsère,31.0,43.05,0.25,False,False
29558,Hautes-Pyrénées,65074,Bazordan,109.0,43.25,0.55000305,False,False
29559,Hautes-Pyrénées,65099,Bordères-Louron,135.0,42.85,0.44999695,False,False
29560,Hautes-Pyrénées,65107,Bourréac,112.0,43.05,-0.049987793,False,False
29561,Hautes-Pyrénées,65108,Bours,888.0,43.25,0.05000305,False,False
29562,Hautes-Pyrénées,65165,Esparros,173.0,43.05,0.3500061,False,False
29563,Hautes-Pyrénées,65257,Lanne,599.0,43.15,-0.049987793,False,False
29564,Hautes-Pyrénées,65268,Layrisse,237.0,43.15,0.05000305,False,False
29565,Hautes-Pyrénées,65270,Lespouey,204.0,43.25,0.1499939,False,False
29566,Hautes-Pyrénées,65286,Lourdes,13509.0,43.15,-0.049987793,False,False
29567,Hautes-Pyrénées,65361,Peyrun,102.0,43.35,0.1499939,False,False
29568,Hautes-Pyrénées,65366,Poueyferré,838.0,43.15,-0.049987793,False,False
29569,Hautes-Pyrénées,65387,Saint-Lanne,122.0,43.55,-0.049987793,False,False
29570,Hautes-Pyrénées,65397,Saint-Sever-de-Rustan,159.0,43.35,0.25,False,False
29571,Hautes-Pyrénées,65429,Sombrun,201.0,43.45,-0.049987793,False,False
29572,Hautes-Pyrénées,65444,Tibiran-Jaunac,326.0,43.05,0.55000305,False,False
29573,Hautes-Pyrénées,65456,Uglas,279.0,43.15,0.44999695,False,False
29574,Hautes-Pyrénées,65459,Uzer,103.0,43.05,0.1499939,False,False
29575,Pyrénées-Orientales,66051,Clara-Villerach,266.0,42.55,2.449997,False,False
29576,Pyrénées-Orientales,66082,Formiguères,496.0,42.65,2.050003,False,False
29577,Pyrénées-Orientales,66104,Los Masos,976.0,42.65,2.449997,False,False
29578,Pyrénées-Orientales,66105,Matemale,278.0,42.55,2.149994,False,False
29579,Pyrénées-Orientales,66134,Passa,1039.0,42.55,2.75,False,False
29580,Pyrénées-Orientales,66157,Railleu,23.0,42.55,2.149994,False,False
29581,Pyrénées-Orientales,66191,Sansa,27.0,42.65,2.149994,False,False
29582,Pyrénées-Orientales,66202,Targasonne,195.0,42.55,1.949997,False,False
29583,Pyrénées-Orientales,66207,Terrats,782.0,42.55,2.75,False,False
29584,Pyrénées-Orientales,66226,Villemolaque,1323.0,42.55,2.850006,False,False
29585,Bas-Rhin,67057,Bosselshausen,171.0,48.85,7.550003,False,False
29586,Bas-Rhin,67108,Duppigheim,1839.0,48.55,7.649994,False,False
29587,Bas-Rhin,67128,Ernolsheim-Bruche,1904.0,48.55,7.550003,False,False
29588,Bas-Rhin,67214,Hurtigheim,1017.0,48.65,7.649994,False,False
29589,Bas-Rhin,67222,Ingwiller,4011.0,48.85,7.449997,False,False
29590,Bas-Rhin,67271,Lobsann,656.0,48.95,7.850006,False,False
29591,Bas-Rhin,67344,Oberhoffen-lès-Wissembourg,316.0,49.05,7.949997,False,False
29592,Bas-Rhin,67356,Offendorf,2493.0,48.75,7.949997,False,False
29593,Bas-Rhin,67373,Pfalzweyer,320.0,48.85,7.25,False,False
29594,Bas-Rhin,67381,Puberg,368.0,48.95,7.350006,False,False
29595,Bas-Rhin,67414,Rothau,1491.0,48.45,7.25,False,False
29596,Bas-Rhin,67479,Steinseltz,607.0,49.05,7.949997,False,False
29597,Bas-Rhin,67523,Weitbruch,2719.0,48.75,7.75,False,False
29598,Haut-Rhin,68012,Aspach-Michelbach,1760.0,47.75,7.149994,False,False
29599,Haut-Rhin,68024,Bellemagny,148.0,47.65,7.050003,False,False
29600,Haut-Rhin,68030,Bergholtzzell,401.0,47.95,7.25,False,False
29601,Haut-Rhin,68065,Chavannes-sur-l'Étang,673.0,47.65,7.050003,False,False
29602,Haut-Rhin,68078,Eguisheim,1732.0,48.05,7.25,False,False
29603,Haut-Rhin,68117,Gunsbach,872.0,48.05,7.149994,False,False
29604,Haut-Rhin,68128,Heimersdorf,655.0,47.55,7.25,False,False
29605,Haut-Rhin,68205,Meyenheim,2016.0,47.95,7.350006,False,False
29606,Haut-Rhin,68227,Muntzenheim,1283.0,48.05,7.449997,False,False
29607,Haut-Rhin,68244,Obermorschwihr,392.0,48.05,7.25,False,False
29608,Haut-Rhin,68324,Steinbrunn-le-Haut,650.0,47.65,7.350006,False,False
29609,Haut-Rhin,68348,Vieux-Thann,2855.0,47.85,7.149994,False,False
29610,Tarn,81319,Villeneuve-sur-Vère,529.0,44.05,2.050003,False,False
29611,Tarn,81320,Vindrac-Alayrac,151.0,44.05,1.8500061,False,False
29612,Tarn-et-Garonne,82009,Balignac,40.0,43.95,0.8500061,False,False
29613,Tarn-et-Garonne,82022,Bourg-de-Visa,381.0,44.25,0.94999695,False,False
29614,Tarn-et-Garonne,82034,Castéra-Bouzet,114.0,44.05,0.94999695,False,False
29615,Tarn-et-Garonne,82053,Escazeaux,291.0,43.85,1.050003,False,False
29616,Tarn-et-Garonne,82118,Montaïn,94.0,43.95,1.1499939,False,False
29617,Tarn-et-Garonne,82127,Montesquieu,747.0,44.15,1.050003,False,False
29618,Tarn-et-Garonne,82135,Nohic,1385.0,43.85,1.449997,False,False
29619,Tarn-et-Garonne,82138,Perville,172.0,44.15,0.8500061,False,False
29620,Tarn-et-Garonne,82158,Saint-Cirice,138.0,44.05,0.8500061,False,False
29621,Var,83006,Artigues,288.0,43.55,5.75,False,False
29622,Var,83012,Barjols,3006.0,43.55,5.949997,False,False
29623,Var,83027,La Cadière-d'Azur,5602.0,43.25,5.75,False,False
29624,Var,83070,Le Lavandou,6216.0,43.15,6.449997,False,False
29625,Var,83082,Montferrat,1655.0,43.65,6.449997,False,False
29626,Var,83093,Plan-d'Aups-Sainte-Baume,2333.0,43.35,5.75,False,False
29627,Var,83143,Le Val,4270.0,43.45,6.050003,False,False
29628,Var,83148,Vidauban,12573.0,43.45,6.449997,False,False
29629,Vaucluse,84042,Cucuron,1814.0,43.75,5.449997,False,False
29630,Vaucluse,84077,Modène,464.0,44.15,5.149994,False,False
29631,Vaucluse,84099,Robion,4746.0,43.85,5.149994,False,False
29632,Vaucluse,84145,Villars,771.0,43.95,5.449997,False,False
29633,Vendée,85014,Bazoges-en-Pareds,1140.0,46.65,-0.9500122,False,False
29634,Vendée,85021,La Bernardière,1880.0,47.05,-1.25,False,False
29635,Vendée,85047,Challans,22494.0,46.85,-1.8499756,False,False
29636,Vendée,85072,La Copechagnière,1048.0,46.85,-1.3499756,False,False
29637,Vendée,85117,Lairoux,608.0,46.45,-1.25,False,False
29638,Vendée,85130,Maché,1678.0,46.75,-1.6500244,False,False
29639,Vendée,85149,Moreilles,409.0,46.45,-1.0499878,False,False
29640,Vendée,85174,Petosse,683.0,46.45,-0.9500122,False,False
29641,Vendée,85177,Les Velluire-sur-Vendée,1372.0,46.45,-0.9500122,False,False
29642,Vendée,85186,La Rabatelière,1013.0,46.85,-1.25,False,False
29643,Vienne,86007,Antran,1158.0,46.85,0.55000305,False,False
29644,Vienne,86026,Beuxes,546.0,47.05,0.1499939,False,False
29645,Vienne,86049,Chalais,486.0,46.95,0.1499939,False,False
29646,Vienne,86138,Luchapt,249.0,46.15,0.75,False,False
29647,Vienne,86192,Plaisance,176.0,46.35,0.8500061,False,False
29648,Vienne,86234,Saint-Martin-l'Ars,376.0,46.25,0.55000305,False,False
29649,Vienne,86257,Savigny-sous-Faye,375.0,46.85,0.25,False,False
29650,Vienne,86288,Vicq-sur-Gartempe,641.0,46.75,0.8500061,False,False
29651,Haute-Vienne,87007,Balledent,197.0,46.15,1.25,False,False
29652,Haute-Vienne,87104,Nedde,453.0,45.75,1.8500061,False,False
29653,Haute-Vienne,87106,Nexon,2512.0,45.65,1.1499939,False,False
29654,Haute-Vienne,87123,Rempnat,146.0,45.65,1.8500061,False,False
29655,Haute-Vienne,87163,Saint-Martial-sur-Isop,140.0,46.15,0.8500061,False,False
29656,Haute-Vienne,87194,Sussac,355.0,45.65,1.6499939,False,False
29657,Haute-Vienne,87198,Vaulry,402.0,46.05,1.050003,False,False
29658,Haute-Vienne,87204,Videix,203.0,45.75,0.75,False,False
29659,Vosges,88020,Autreville,191.0,48.45,5.850006,False,False
29660,Vosges,88061,Bleurville,289.0,48.05,5.949997,False,False
29661,Vosges,88065,Bonvillet,278.0,48.05,6.050003,False,False
29662,Vosges,88126,Darnieulles,1370.0,48.25,6.350006,False,False
29663,Vosges,88161,Escles,401.0,48.15,6.149994,False,False
29664,Vosges,88249,Jainvillotte,74.0,48.25,5.75,False,False
29665,Vosges,88259,Landaville,295.0,48.25,5.75,False,False
29666,Vosges,88274,Longchamp-sous-Châtenois,82.0,48.25,5.850006,False,False
29667,Vosges,88311,Montmotier,35.0,47.95,6.149994,False,False
29668,Vosges,88345,La Petite-Fosse,77.0,48.35,7.050003,False,False
29669,Vosges,88352,Pompierre,193.0,48.25,5.649994,False,False
29670,Vosges,88430,Saint-Ouen-lès-Parey,498.0,48.15,5.75,False,False
29671,Vosges,88438,La Salle,394.0,48.35,6.850006,False,False
29672,Vosges,88469,Thiraucourt,100.0,48.25,6.050003,False,False
29673,Vosges,88472,Thuillières,113.0,48.15,6.050003,False,False
29674,Vosges,88488,Valfroicourt,230.0,48.25,6.050003,False,False
29675,Vosges,88495,Vaudéville,192.0,48.25,6.550003,False,False
29676,Vosges,88505,Vienville,122.0,48.15,6.850006,False,False
29677,Vosges,88513,Vincey,2112.0,48.35,6.350006,False,False
29678,Yonne,89056,Brion,617.0,48.05,3.449997,False,False
29679,Yonne,89079,Chamvres,657.0,47.95,3.350006,False,False
29680,Yonne,89115,Compigny,190.0,48.35,3.25,False,False
29681,Yonne,89118,Coulanges-la-Vineuse,790.0,47.75,3.550003,False,False
29682,Yonne,89133,Cudot,378.0,47.95,3.149994,False,False
29683,Yonne,89149,Dyé,197.0,47.85,3.850006,False,False
29684,Yonne,89153,Épineuil,525.0,47.85,3.949997,False,False
29685,Yonne,89201,Héry,1778.0,47.95,3.649994,False,False
29686,Yonne,89238,Mailly-le-Château,531.0,47.55,3.649994,False,False
29687,Yonne,89277,Nitry,366.0,47.65,3.850006,False,False
29688,Yonne,89292,Percey,248.0,47.95,3.850006,False,False
29689,Yonne,89360,Saint-Maurice-le-Vieil,372.0,47.85,3.350006,False,False
29690,Yonne,89407,Tanlay,897.0,47.85,4.050003,False,False
29691,Territoire de Belfort,90013,Bethonvilliers,240.0,47.65,6.949997,False,False
29692,Territoire de Belfort,90015,Botans,243.0,47.55,6.850006,False,False
29693,Territoire de Belfort,90017,Bourogne,1792.0,47.55,6.949997,False,False
29694,Territoire de Belfort,90024,Chavanatte,135.0,47.55,7.050003,False,False
29695,Territoire de Belfort,90037,Éloie,961.0,47.65,6.850006,False,False
29696,Territoire de Belfort,90074,Novillard,303.0,47.65,6.949997,False,False
29697,Territoire de Belfort,90097,Trévenans,1286.0,47.55,6.850006,False,False
29698,Essonne,91293,Guigneville-sur-Essonne,883.0,48.45,2.350006,False,False
29699,Essonne,91312,Igny,10213.0,48.75,2.25,False,False
29700,Essonne,91599,Soisy-sur-École,1207.0,48.45,2.449997,False,False
29701,Seine-Saint-Denis,93029,Drancy,71363.0,48.95,2.449997,False,False
29702,Seine-Saint-Denis,93048,Montreuil,111455.0,48.85,2.449997,False,True
29703,Seine-Saint-Denis,93077,Villemomble,30332.0,48.85,2.550003,False,False
29704,Seine-Saint-Denis,93079,Villetaneuse,12663.0,48.95,2.350006,False,False
29705,Val-de-Marne,94059,Le Plessis-Trévise,20218.0,48.85,2.550003,False,False
29706,Val-d'Oise,95060,Bessancourt,8172.0,49.05,2.25,False,False
29707,Val-d'Oise,95063,Bezons,32017.0,48.95,2.25,False,False
29708,Val-d'Oise,95094,Bouqueval,305.0,49.05,2.449997,False,False
29709,Val-d'Oise,95295,Guiry-en-Vexin,142.0,49.15,1.8500061,False,False
29710,Val-d'Oise,95304,Hédouville,279.0,49.15,2.149994,False,False
29711,Val-d'Oise,95370,Marines,3422.0,49.15,1.949997,False,False
29712,Val-d'Oise,95487,Persan,13996.0,49.15,2.25,False,False
29713,Val-d'Oise,95500,Pontoise,31327.0,49.05,2.050003,True,False
29714,Val-d'Oise,95510,Puiseux-Pontoise,583.0,49.05,2.050003,False,False
29715,Val-d'Oise,95585,Sarcelles,58424.0,48.95,2.350006,False,True
29716,Val-d'Oise,95658,Vigny,1115.0,49.05,1.949997,False,False
29717,Val-d'Oise,95690,Wy-dit-Joli-Village,329.0,49.05,1.8500061,False,False
29718,Guadeloupe,97121,Pointe-Noire,5888.0,41.95,-5.25,False,False
29719,La Réunion,97402,Bras-Panon,13344.0,41.95,8.649994,False,False
29720,Moselle,57074,Bettviller,814.0,49.05,7.25,False,False
29721,Moselle,57269,Guénange,7761.0,49.35,6.25,False,False
29722,Moselle,57293,Han-sur-Nied,252.0,48.95,6.449997,False,False
29723,Moselle,57313,Hémilly,142.0,49.05,6.449997,False,False
29724,Moselle,57356,Kanfen,1222.0,49.45,6.149994,False,False
29725,Moselle,57452,La Maxe,1047.0,49.15,6.149994,False,False
29726,Moselle,57489,Mouterhouse,280.0,48.95,7.449997,False,False
29727,Moselle,57519,Obervisse,160.0,49.15,6.550003,False,False
29728,Moselle,57556,Puttelange-aux-Lacs,3051.0,49.05,6.949997,False,False
29729,Moselle,57600,Roussy-le-Village,1526.0,49.45,6.149994,False,False
29730,Moselle,57602,Rurange-lès-Thionville,2374.0,49.25,6.25,False,False
29731,Moselle,57636,Schmittviller,329.0,49.05,7.149994,False,False
29732,Moselle,57638,Schœneck,2450.0,49.25,6.949997,False,False
29733,Moselle,57678,Tressange,2383.0,49.45,5.949997,False,False
29734,Moselle,57684,Vahl-Ebersing,507.0,49.05,6.75,False,False
29735,Moselle,57751,Woippy,14302.0,49.15,6.149994,False,False
29736,Nièvre,58122,Garchy,426.0,47.25,3.050003,False,False
29737,Nièvre,58131,Guérigny,2519.0,47.05,3.25,False,False
29738,Nièvre,58160,Marzy,3675.0,46.95,3.050003,False,False
29739,Nièvre,58177,Montigny-en-Morvan,287.0,47.15,3.850006,False,False
29740,Nièvre,58193,Neuvy-sur-Loire,1410.0,47.55,2.850006,False,False
29741,Nièvre,58243,Saint-Gratien-Savigny,115.0,46.95,3.649994,False,False
29742,Nièvre,58264,Saint-Pierre-le-Moûtier,1832.0,46.75,3.149994,False,False
29743,Nièvre,58286,Tannay,567.0,47.35,3.550003,False,False
29744,Nièvre,58289,Ternant,174.0,46.75,3.850006,False,False
29745,Nord,59022,Attiches,2238.0,50.55,3.050003,False,False
29746,Nord,59079,Beuvrages,6784.0,50.35,3.550003,False,False
29747,Nord,59114,Bruille-Saint-Amand,1682.0,50.45,3.550003,False,False
29748,Nord,59117,Bugnicourt,1074.0,50.25,3.149994,False,False
29749,Nord,59138,Cattenières,684.0,50.15,3.350006,False,False
29750,Nord,59164,Croix-Caluyau,239.0,50.15,3.550003,False,False
29751,Nord,59234,Flers-en-Escrebieux,5642.0,50.45,3.050003,False,False
29752,Nord,59241,Floyon,512.0,50.05,3.850006,False,False
29753,Nord,59274,La Groise,475.0,50.05,3.649994,False,False
29754,Nord,59296,Hecq,351.0,50.15,3.649994,False,False
29755,Nord,59310,Hon-Hergies,866.0,50.35,3.850006,False,False
29756,Nord,59347,Liessies,531.0,50.05,4.050003,False,False
29757,Nord,59365,Louvroil,6357.0,50.25,3.949997,False,False
29758,Nord,59453,Oudezeele,684.0,50.85,2.550003,False,False
29759,Nord,59463,Pitgam,976.0,50.95,2.350006,False,False
29760,Nord,59490,Rainsars,188.0,50.05,4.050003,False,False
29761,Nord,59535,Saint-Jans-Cappel,1642.0,50.75,2.75,False,False
29762,Nord,59536,Sainte-Marie-Cappel,857.0,50.75,2.550003,False,False
29763,Nord,59562,Sémeries,533.0,50.15,3.949997,False,False
29764,Nord,59654,Waziers,7354.0,50.35,3.149994,False,False
29765,Nord,59665,Wylder,301.0,50.95,2.449997,False,False
29766,Oise,60027,Auger-Saint-Vincent,526.0,49.25,2.850006,False,False
29767,Oise,60055,Beaurains-lès-Noyon,338.0,49.65,2.949997,False,False
29768,Oise,60121,Campagne,159.0,49.65,2.949997,False,False
29769,Oise,60123,Campremy,484.0,49.55,2.350006,False,False
29770,Oise,60227,Évricourt,224.0,49.55,2.949997,False,False
29771,Oise,60257,Fresne-Léguillon,440.0,49.25,1.949997,False,False
29772,Oise,60273,Giraumont,527.0,49.45,2.850006,False,False
29773,Oise,60326,Jonquières,596.0,49.45,2.75,False,False
29774,Oise,60339,Lafraye,354.0,49.45,2.25,False,False
29775,Oise,60351,Lataule,118.0,49.55,2.649994,False,False
29776,Oise,60375,Maimbeville,389.0,49.45,2.550003,False,False
29777,Oise,60385,Marolles,650.0,49.15,3.149994,False,False
29778,Oise,60407,Monceaux-l'Abbaye,216.0,49.65,1.75,False,False
29779,Oise,60415,Montépilloy,144.0,49.25,2.75,False,False
29780,Oise,60435,Morvillers,498.0,49.55,1.8500061,False,False
29781,Oise,60457,La Neuville-Saint-Pierre,163.0,49.55,2.25,False,False
29782,Oise,60497,Le Plessier-sur-Bulles,212.0,49.45,2.350006,False,False
29783,Oise,60544,Rocquencourt,191.0,49.65,2.449997,False,False
29784,Oise,60577,Saint-Germer-de-Fly,1690.0,49.45,1.75,False,False
29785,Oise,60589,Saint-Maximin,2941.0,49.25,2.449997,False,False
29786,Oise,60680,Villeneuve-sur-Verberie,700.0,49.25,2.649994,False,False
29787,Oise,60698,Wacquemoulin,283.0,49.55,2.649994,False,False
29788,Orne,61021,Avrilly,97.0,48.55,-0.6500244,False,False
29789,Orne,61080,Chahains,84.0,48.55,-0.15002441,False,False
29790,Orne,61087,Champeaux-sur-Sarthe,161.0,48.55,0.44999695,False,False
29791,Orne,61098,La Chapelle-près-Sées,475.0,48.55,0.1499939,False,False
29792,Orne,61146,Dompierre,392.0,48.65,-0.5499878,False,False
29793,Orne,61228,L'Orée-d'Écouves,752.0,48.55,-0.049987793,False,False
29794,Orne,61269,Ménil-Hubert-sur-Orne,483.0,48.85,-0.4500122,False,False
29795,Orne,61273,Ménil-Vin,50.0,48.85,-0.3499756,False,False
29796,Orne,61278,Messei,1831.0,48.75,-0.5499878,False,False
29797,Orne,61367,Saint-Aubin-de-Courteraie,130.0,48.65,0.44999695,False,False
29798,Orne,61382,Saint-Denis-sur-Sarthon,1101.0,48.45,-0.049987793,False,False
29799,Orne,61399,Saint-Gervais-des-Sablons,73.0,48.95,0.05000305,False,False
29800,Orne,61402,Saint-Hilaire-de-Briouze,305.0,48.75,-0.3499756,False,False
29801,Orne,61420,Sainte-Marie-la-Robert,88.0,48.65,-0.15002441,False,False
29802,Orne,61429,Charencey,762.0,48.65,0.75,False,False
29803,Orne,61493,La Trinité-des-Laitiers,60.0,48.85,0.3500061,False,False
29804,Orne,61501,Verrières,419.0,48.35,0.75,False,False
29805,Orne,61502,Vidai,82.0,48.45,0.3500061,False,False
29806,Orne,61510,Vitrai-sous-Laigle,219.0,48.75,0.75,False,False
29807,Pas-de-Calais,62057,Audruicq,5388.0,50.85,2.050003,False,False
29808,Pas-de-Calais,62058,Aumerval,200.0,50.55,2.449997,False,False
29809,Pas-de-Calais,62059,Autingues,287.0,50.85,1.949997,False,False
29810,Pas-de-Calais,62187,Buneville,181.0,50.35,2.350006,False,False
29811,Pas-de-Calais,62249,Courcelles-lès-Lens,8213.0,50.45,3.050003,False,False
29812,Pas-de-Calais,62251,Courset,512.0,50.65,1.8500061,False,False
29813,Pas-de-Calais,62288,Ecques,2171.0,50.65,2.25,False,False
29814,Pas-de-Calais,62293,Embry,230.0,50.55,1.949997,False,False
29815,Pas-de-Calais,62325,Fauquembergues,941.0,50.55,2.149994,False,False
29816,Pas-de-Calais,62358,Fresnoy-en-Gohelle,234.0,50.35,2.850006,False,False
29817,Pas-de-Calais,62370,Gennes-Ivergny,123.0,50.25,2.050003,False,False
29818,Pas-de-Calais,62382,Gouy-Saint-André,651.0,50.35,1.949997,False,False
29819,Pas-de-Calais,62402,Halinghen,312.0,50.55,1.6499939,False,False
29820,Pas-de-Calais,62534,Lumbres,3575.0,50.75,2.149994,False,False
29821,Pas-de-Calais,62626,Noyelles-lès-Vermelles,2294.0,50.45,2.75,False,False
29822,Pas-de-Calais,62676,Quernes,439.0,50.55,2.350006,False,False
29823,Pas-de-Calais,62682,Quilen,65.0,50.55,1.949997,False,False
29824,Pas-de-Calais,62746,Saint-Étienne-au-Mont,5072.0,50.65,1.6499939,False,False
29825,Pas-de-Calais,62769,Saint-Tricat,770.0,50.85,1.8500061,False,False
29826,Pas-de-Calais,62840,Vélu,132.0,50.05,2.949997,False,False
29827,Pas-de-Calais,62856,Villers-Brûlin,369.0,50.35,2.550003,False,False
29828,Pas-de-Calais,62863,Violaines,3831.0,50.55,2.75,False,False
29829,Pas-de-Calais,62900,Witternesse,604.0,50.65,2.350006,False,False
29830,Pas-de-Calais,62905,Zudausques,1040.0,50.75,2.149994,False,False
29831,Puy-de-Dôme,63013,Aubiat,987.0,45.95,3.149994,False,False
29832,Puy-de-Dôme,63019,Aulnat,4115.0,45.75,3.149994,False,False
